Subject,Background,Gain,GroupCt_Videos,mean_D_World,sem_D_World,mean_Alpha_World,sem_Alpha_World,NumTrial,mean_D_Perceived,sem_D_Perceived
10003,1,-1.5,84,8.408547452,1.443897192,1.087488898,0.035842409,6,0.924892996,0.665453648
10003,1,0,41,0,0,0,0,6,0,0
10003,1,1.5,72,12.28655867,3.312547106,1.135286991,0.039324517,6,8.876297597,1.933979482
