X,Y
0,-0
0.141442715700132,1.42857142857143
0.67892503536066,2.25714285714286
0.594059405940594,1.4
0.45261669024044,1.48571428571429
0.622347949080616,1.14285714285714
0.537482319660528,0.942857142857144
0.22630834512022,0.6
0.198019801980198,-0
0.537482319660528,0.4
0.198019801980198,-0.771428571428566
0.254596888260243,0.285714285714289
0.396039603960396,0.257142857142856
1.07496463932106,0.8
0.67892503536066,0.885714285714289
0.537482319660528,1.25714285714286
0.537482319660528,1.34285714285714
0.198019801980198,1.14285714285714
0.480905233380462,1.74285714285714
0.792079207920792,1.54285714285714
1.07496463932106,2.34285714285714
0.792079207920792,2.14285714285714
0.594059405940594,2
0.792079207920792,2.68571428571429
0.396039603960396,2.85714285714286
0,3.22857142857143
-0.339462517680352,3.48571428571429
-0.198019801980197,3.34285714285714
-0.254596888260264,3.28571428571429
-0.396039603960396,3.08571428571429
-0.198019801980197,3.2
-0.367751060820374,3.22857142857143
-0.452616690240462,2.82857142857143
-0.452616690240462,3.08571428571429
-0.452616690240462,3.2
-0.31117397454033,3.05714285714286
-0.99009900990099,2.85714285714286
-1.18811881188119,2.6
-1.38613861386139,2.68571428571429
-1.10325318246112,2.45714285714286
-1.10325318246112,2.45714285714286
-1.32956152758134,2.88571428571429
-1.58415841584158,2.82857142857143
-0.933521923620946,2.6
-0.99009900990099,3.02857142857143
-0.792079207920792,3.34285714285714
-0.735502121640748,2.88571428571429
-0.792079207920792,2.28571428571429
-0.53748231966055,2.28571428571429
-0.396039603960396,2.25714285714286
-0.141442715700155,1.94285714285714
-0.141442715700155,1.94285714285714
0.0565770862800443,1.48571428571429
0.084865629420066,0.685714285714289
0.282885431400263,0.685714285714289
0.537482319660528,1.34285714285714
1.07496463932106,2
1.27298444130125,2.34285714285714
1.32956152758132,2.34285714285714
1.41442715700141,3.08571428571429
1.38613861386139,2.8
1.27298444130125,2.85714285714286
1.24469589816123,2.42857142857143
1.18811881188119,2.68571428571429
1.13154172560112,2.68571428571429
1.24469589816123,2.42857142857143
1.38613861386139,2.4
1.13154172560112,1.85714285714286
1.58415841584158,2.68571428571429
1.98019801980198,2.54285714285714
1.66902404526165,2.48571428571429
2.06506364922205,2.28571428571429
1.8104667609618,2.42857142857143
1.86704384724185,2.42857142857143
1.66902404526165,2.88571428571429
1.92362093352191,3.02857142857143
2.17821782178218,3.25714285714286
2.008486562942,2.74285714285714
1.8104667609618,3
2.06506364922205,2.6
1.72560113154172,2.88571428571429
1.66902404526165,2.34285714285714
1.38613861386139,2.6
1.58415841584158,2.42857142857143
1.66902404526165,2.65714285714286
1.92362093352191,2.94285714285714
1.72560113154172,2.8
1.78217821782178,2.28571428571429
1.92362093352191,2.28571428571429
1.83875530410183,2.02857142857143
1.86704384724185,2.34285714285714
