X,Y
0,-0
-0.0562060889929619,-0.514285714285711
-0.365339578454339,-0.857142857142856
-0.168618266978929,-0.914285714285711
0.0843091334894641,-0.4
0.0281030444964809,-0.2
-0.0562060889929619,-0.114285714285711
0.281030444964875,0.0857142857142889
-0.112412177985945,-0.171428571428567
0.140515222482449,-0.171428571428567
0.0843091334894641,-0.2
0.16861826697893,-0.657142857142856
0.533957845433268,-0.657142857142856
0.871194379391103,-0.571428571428567
0.871194379391103,-0.657142857142856
1.01170960187353,-0.971428571428567
0.927400468384087,-1.11428571428571
0.927400468384087,-1.05714285714286
0.730679156908677,-0.971428571428567
1.01170960187353,-1.05714285714286
0.81498829039812,-0.771428571428567
0.477751756440283,-0.828571428571422
0.4215456674473,-0.628571428571422
0.533957845433268,-0.457142857142856
0.618266978922709,-0.714285714285711
0.562060889929747,-0.571428571428567
0.590163934426228,-0.371428571428567
0.477751756440283,-0.371428571428567
0.533957845433268,-0.314285714285711
0.674473067915694,-0.257142857142856
0.393442622950819,-0.457142857142856
-0.168618266978929,-0.571428571428567
-0.365339578454339,-0.371428571428567
-0.562060889929749,-0.514285714285711
-0.39344262295082,-0.6
-0.365339578454339,-0.771428571428567
-0.646370023419191,-0.514285714285711
-0.505854800936765,-0.571428571428567
-0.449648711943781,-0.571428571428567
-0.505854800936765,-0.657142857142856
-0.449648711943781,-0.628571428571422
-0.758782201405158,-0.6
-0.955503512880568,-0.657142857142856
-1.03981264637001,-0.8
-1.34894613583139,-0.914285714285711
-1.43325526932083,-1.62857142857142
-1.40515222482435,-1.65714285714286
-1.62997658079624,-1.62857142857142
-1.93911007025762,-1.45714285714286
-2.07962529274004,-1.31428571428571
-1.82669789227165,-1.62857142857142
-1.37704918032787,-2
-1.2927400468384,-2.37142857142857
-1.5456674473068,-2.57142857142857
-1.60187353629976,-2.8
-1.60187353629976,-3.05714285714286
-1.77049180327869,-3.51428571428571
-1.5456674473068,-3.8
-1.93911007025762,-4
-2.07962529274004,-4.05714285714286
-1.93911007025762,-3.91428571428571
-2.22014051522247,-4.02857142857142
-2.02341920374706,-4.25714285714286
-1.93911007025762,-4.11428571428571
-2.02341920374706,-4.11428571428571
-2.16393442622951,-3.91428571428571
-2.13583138173303,-3.91428571428571
-1.88290398126463,-4.42857142857142
-1.93911007025762,-4.37142857142857
-1.82669789227165,-4.17142857142857
-1.62997658079624,-4.31428571428571
-1.82669789227165,-4.37142857142857
-2.13583138173303,-4.42857142857142
-2.13583138173303,-4.25714285714286
-2.47306791569086,-4.37142857142857
-2.3887587822014,-4.17142857142857
-2.72599531615926,-4.31428571428571
-2.72599531615926,-4.25714285714286
-2.52927400468385,-4.25714285714286
-2.75409836065574,-4.31428571428571
-2.52927400468385,-4.45714285714286
-2.92271662763467,-4.45714285714286
-3.06323185011709,-4.42857142857142
-3.14754098360656,-4.62857142857142
-3.11943793911008,-4.51428571428571
-3.00702576112411,-4.71428571428571
-2.92271662763467,-4.91428571428571
-3.00702576112411,-4.82857142857142
-2.86651053864168,-5.02857142857142
-2.95081967213115,-5.17142857142857
-3.31615925058549,-4.97142857142857
