Subject,Background,Gain,GroupCt_Videos,D_Eye,Alpha_Eye,D_Perceived
20256,1,1.5,6,2.574728314,0.979941188,4.865713165
20256,1,1.5,10,10.68716115,1.41421126,9.118618016
20256,1,1.5,16,5.809957653,1.206022442,6.109417563
20256,1,1.5,9,9.253021469,1.388640558,4.838667601
20256,1,1.5,19,6.625150242,1.324795127,3.635874224
20256,1,1.5,10,6.657097523,1.307149833,2.715746439
20256,2,1.5,11,11.60538287,1.288646483,0
20256,2,1.5,10,14.86583543,1.216150721,0
20256,2,1.5,8,8.480576423,1.052811566,0
20256,2,1.5,7,15.33627081,1.213975815,0
20256,2,1.5,17,12.8203439,1.277309374,0
20256,2,1.5,4,28.18282505,1.485720207,0
