X,Y
0,-0
-0.202020202020202,-1.09300095877277
0.461760461760472,-1.49568552253116
-0.202020202020202,-1.55321188878236
-0.317460317460314,-1.69702780441036
-0.461760461760472,-2.30105465004794
-1.06782106782108,-1.95589645254075
-1.26984126984128,-2.84755512943433
-1.06782106782108,-3.22147651006711
-0.317460317460314,-3.10642377756472
-0.346320346320336,-2.90508149568553
0.144300144300135,-2.96260786193672
0.346320346320336,-2.55992329817833
0.346320346320336,-2.18600191754555
0.519480519480516,-2.15723873441994
0.25974025974027,-1.69702780441036
0.346320346320336,-1.75455417066155
0.202020202020202,-1.98465963566635
0.202020202020202,-1.78331735378716
0.663780663780674,-2.30105465004794
0.548340548340538,-1.81208053691275
0.606060606060606,-1.35186960690317
0.663780663780674,-1.89837008628955
0.952380952380943,-1.43815915627997
0.808080808080808,-1.35186960690317
0.808080808080808,-0.977948226270381
0.404040404040404,-0.977948226270381
0.288600288600292,-1.17929050814958
-0.202020202020202,-0.546500479386387
-0.144300144300134,-1.09300095877277
-0.0577200577200676,-1.03547459252158
0,-1.15052732502397
-0.317460317460314,-1.55321188878236
-0.663780663780674,-1.35186960690317
-0.25974025974027,-1.69702780441036
-0.317460317460314,-1.58197507190796
-0.92352092352092,-1.89837008628955
-0.952380952380943,-1.75455417066155
-0.865800865800876,-2.15723873441994
-1.41414141414141,-1.89837008628955
-1.47186147186148,-2.09971236816875
-0.865800865800876,-1.69702780441036
-0.865800865800876,-0.834132310642383
-1.06782106782108,-0.747842761265582
-0.606060606060606,-0.575263662511991
-0.692640692640696,-0.345158197507192
-0.606060606060606,-0.345158197507192
-0.808080808080808,0.115052732502394
-0.721500721500719,-0.172579098753602
-1.06782106782108,0.115052732502394
-0.808080808080808,0.258868648130391
-0.519480519480516,0.431447746883982
-0.346320346320336,0.920421860019172
0.202020202020202,0.517737296260783
0.202020202020202,0.920421860019172
0.461760461760472,1.32310642377756
0.808080808080808,1.66826462128475
0.865800865800876,1.52444870565676
0.75036075036074,0.776605944391174
0.519480519480516,1.03547459252157
0.25974025974027,0.776605944391174
0.288600288600292,0.920421860019172
-0.144300144300134,1.06423777564717
0.0577200577200672,0.862895493767975
0.288600288600292,0.862895493767975
0.808080808080808,1.20805369127517
1.41414141414141,1.06423777564717
1.52958152958153,1.23681687440076
1.5007215007215,1.38063279002876
1.5007215007215,1.32310642377756
1.26984126984128,1.46692233940556
1.41414141414141,1.03547459252157
1.15440115440114,0.661553211888781
1.01010101010101,0.661553211888781
1.15440115440114,1.12176414189837
1.35642135642135,1.03547459252157
1.61616161616162,1.17929050814956
1.61616161616162,1.43815915627995
1.61616161616162,0.460210930009586
1.67388167388168,1.20805369127517
1.67388167388168,0.977948226270369
1.81818181818182,1.12176414189837
1.76046176046175,1.00671140939597
1.55844155844155,1.06423777564717
1.26984126984128,0.373921380632785
1.26984126984128,0.460210930009586
1.15440115440114,0.517737296260783
1.35642135642135,0.316395014381588
1.61616161616162,0.115052732502394
2.02020202020202,0.0575263662511968
2.07792207792209,-0.546500479386387
