Subject,Background,Gain,GroupCt_Videos,mean_D_World,sem_D_World,mean_Alpha_World,sem_Alpha_World,NumTrial,mean_D_Perceived,sem_D_Perceived
10003,2,-1.5,59,14.6591742527766,1.64604520605392,1.14208094010877,0.0356899175439081,6,18.1369410081344,2.27332271125925
10003,2,0,61,0,0,0,0,6,0.0793462090730525,0.0450022325933755
10003,2,1.5,77,38.40380927831,5.9044088991153,1.34187231912557,0.0326207069760284,6,0.734157634563238,0.309181689623571
