Subject,Background,Gain,GroupCt_Videos,mean_D_World,sem_D_World,mean_Alpha_World,sem_Alpha_World,NumTrial,mean_D_Perceived,sem_D_Perceived
20256,1,-1.5,54,11.7149691403956,0.664298779673124,1.22609025572902,0.0147150454023535,6,2.29063518394505,0.35562616203185
20256,2,-1.5,62,14.6888869139931,1.63232030978849,1.08348855891938,0.0352650667712398,6,8.5344764090282,1.55462188447738
20256,1,0,22,0,0,0,0,6,0,0
20256,2,0,28,0,0,0,0,6,0,0
20256,1,1.5,70,15.6026686317211,2.59491963077927,1.27012673478418,0.0651874813567573,6,5.21400616823113,0.913632756500684
20256,2,1.5,57,34.2342129290498,6.26262058237439,1.25576902769833,0.0574254509824218,6,0,0
