Subject,Background,Gain,GroupCt_Videos,mean_D_World,sem_D_World,mean_Alpha_World,sem_Alpha_World,NumTrial,mean_D_Perceived,sem_D_Perceived
20234,1,-1.5,48,10.1790167115055,1.67246406538341,1.13978114127354,0.0421382449394545,6,2.37059345258333,0.532084277782846
20234,2,-1.5,82,34.5731404618561,5.7976816871834,1.27973574002105,0.0288064201254829,6,16.2616908604167,2.49034311382594
20234,1,0,27,0,0,0,0,6,0,0
20234,2,0,48,0,0,0,0,6,0.0860654565,0.0860654565
20234,1,1.5,50,10.1532064972448,2.05805300011919,1.15214784772017,0.0393388731667716,6,6.74739710583333,1.68000874783889
20234,2,1.5,63,42.1850901705028,3.97460097101759,1.28134887876487,0.0397451541240741,6,0.854483076458333,0.471277742065788
