Subject,Background,Gain,GroupCt_Videos,D_World,Alpha_World,D_Perceived
20256,1,-1.5,12,9.5844289779762,1.17954110549732,1.86742927529713
20256,1,-1.5,6,12.6886480336796,1.23440330355754,2.76986821433993
20256,1,-1.5,10,10.1398997086751,1.22209629277449,3.58782737368987
20256,1,-1.5,9,11.4479034315022,1.26735399982672,1.15250937524528
20256,1,-1.5,10,13.8070787478331,1.26221700960436,2.62135828895833
20256,1,-1.5,7,12.6218559427076,1.19092982311372,1.74481857613978
20256,2,-1.5,12,15.4959624426187,1.21076095556448,8.00369802172917
20256,2,-1.5,9,17.0144781633489,0.983174210686433,14.593971043761
20256,2,-1.5,11,9.28502461297908,1.10312654417353,3.69448575223405
20256,2,-1.5,11,10.1676395772572,0.989687997214613,10.1815926401282
20256,2,-1.5,13,18.84743930697,1.08773640422386,9.18860039900433
20256,2,-1.5,6,17.3227773807849,1.12644524165337,5.54451059731235
20256,1,0,4,0,0,0
20256,1,0,4,0,0,0
20256,1,0,3,0,0,0
20256,1,0,4,0,0,0
20256,1,0,4,0,0,0
20256,1,0,3,0,0,0
20256,2,0,4,0,0,0
20256,2,0,5,0,0,0
20256,2,0,5,0,0,0
20256,2,0,4,0,0,0
20256,2,0,4,0,0,0
20256,2,0,6,0,0,0
20256,1,1.5,6,5.79313870611685,0.979941187637223,4.8657131651969
20256,1,1.5,10,24.0461125914218,1.41421126031213,9.11861801624923
20256,1,1.5,16,13.0724047181424,1.20602244239895,6.10941756346503
20256,1,1.5,9,20.819298304156,1.38864055779351,4.8386676010526
20256,1,1.5,19,14.9065880434712,1.32479512706706,3.63587422409337
20256,1,1.5,10,14.9784694270184,1.30714983349622,2.71574643932965
20256,2,1.5,11,26.112111446278,1.28864648252399,0
20256,2,1.5,10,33.4481297210777,1.21615072102359,0
20256,2,1.5,8,19.0812969510108,1.05281156618084,0
20256,2,1.5,7,34.506609322404,1.21397581507414,0
20256,2,1.5,17,28.8457737778465,1.27730937402355,0
20256,2,1.5,4,63.4113563556815,1.48572020736385,0
