Subject,Background,Gain,GroupCt_Videos,D_World,Alpha_World,D_Perceived
20229,1,-1.5,4,14.2677861680418,1.28100295598402,1.12845060769577
20229,1,-1.5,8,8.10983089136277,1.20398601597803,2.71809223779845
20229,1,-1.5,6,5.7849906316876,1.06808779581235,1.8824261526827
20229,1,-1.5,7,7.2704956744144,1.14521331364222,1.86584609658162
20229,1,-1.5,7,11.5365531749372,1.25238318661556,4.79141631074398
20229,1,-1.5,7,11.5415461120063,1.30931614980676,1.87480666718771
20229,2,-1.5,10,20.1646252907864,1.48655702565394,6.87525676277147
20229,2,-1.5,9,34.0009514311685,1.53657387405954,6.74302156806105
20229,2,-1.5,11,14.5927619875761,1.36718209509224,4.60801892277338
20229,2,-1.5,9,34.7574983416113,1.56521701091601,5.70429251587372
20229,2,-1.5,6,11.231753721999,1.33645384958454,6.2782987750478
20229,2,-1.5,5,10.7164244007886,1.33355282929855,5.56752488514477
20229,1,0,3,0,0,0
20229,1,0,7,0,0,0
20229,1,0,5,0,0,0.231097801079117
20229,1,0,5,0,0,0.0487728389164868
20229,1,0,6,0,0,0
20229,1,0,7,0,0,0.242389078753815
20229,2,0,4,0,0,2.30044956868473
20229,2,0,7,0,0,0.827501992117017
20229,2,0,9,0,0,1.12395951949878
20229,2,0,12,0,0,0.493659252444412
20229,2,0,9,0,0,1.01798270537981
20229,2,0,12,0,0,1.04924976283165
20229,1,1.5,5,9.95929256232025,1.2291061471291,3.60057584011125
20229,1,1.5,6,5.26646229364815,1.06610908204212,3.56555924147345
20229,1,1.5,8,6.6955277659257,1.14899120431797,3.58154405016812
20229,1,1.5,5,5.41503585528635,0.710569676464287,2.68120190026245
20229,1,1.5,12,8.54164891462323,1.24768271392219,9.14930684071475
20229,1,1.5,11,12.9071874057295,1.33736563993651,3.6298508774497
20229,2,1.5,11,28.880965589022,1.48913584326355,6.5818902619206
20229,2,1.5,5,37.3187443539765,1.56689706170404,2.73138160351835
20229,2,1.5,9,42.5970780512715,1.55191409112984,1.7020358530339
20229,2,1.5,12,27.4537170943738,1.5081173131212,2.76371922506265
20229,2,1.5,7,22.7191630857896,1.50193215698455,2.04101695464382
20229,2,1.5,24,27.6501290061775,1.53558635985365,2.87207543670185
