Subject,Background,Gain,GroupCt_Videos,mean_D_World,sem_D_World,mean_Alpha_World,sem_Alpha_World,NumTrial,mean_D_Perceived,sem_D_Perceived
20229,1,-1.5,39,9.75186710874168,1.30857653397669,1.20999823630649,0.0370018054921505,6,2.3768396787817,0.524808066948607
20229,2,-1.5,50,20.910669195655,4.47648199327861,1.43758944743414,0.0426199318475418,6,5.96273557161203,0.346379502584956
20229,1,0,33,0,0,0,0,6,0.0870432864582365,0.0479855001272941
20229,2,0,53,0,0,0,0,6,1.13546713349273,0.250686551282456
20229,1,1.5,47,8.1308591329222,1.21059035572711,1.12330407730203,0.0906949571249145,6,4.36800645836329,0.96785692872392
20229,2,1.5,68,31.1032995301018,3.00674269898687,1.52559713767614,0.0125074003312073,6,3.11535322248019,0.718767653750517
