X,Y
0,-0
0.25628856193639,-0.086289549376801
0.25628856193639,-0.086289549376801
0.170859041290942,-0.747842761265582
-0.0854295206454694,-0.747842761265582
0,-0.747842761265582
-0.170859041290939,-1.40939597315436
-0.427147603227333,-1.40939597315436
-0.825818699572846,-0.747842761265582
-0.740389178927398,-1.49568552253116
-0.768865685809214,-1.09300095877277
-0.768865685809214,-1.40939597315436
-0.740389178927398,-0.949185043144776
-0.541053630754639,-1.29434324065197
-0.541053630754639,-1.35186960690317
-0.028476506881816,-0.949185043144776
-0.0854295206454694,-0.48897411313519
0.056953013763632,-1.20805369127517
0.028476506881816,-1.95589645254075
0.056953013763632,-1.66826462128475
-0.227812055054571,-2.04218600191755
0.056953013763632,-2.76126558005753
0.199335548172758,-3.16395014381592
0.25628856193639,-2.76126558005753
0.113906027527285,-2.84755512943433
0.227812055054574,-3.65292425695111
0.113906027527285,-3.6241610738255
0.056953013763632,-3.50910834132311
-0.142382534409123,-3.6816874400767
0.227812055054574,-3.16395014381592
0.455624110109149,-2.81879194630872
0.911248220218319,-3.9117929050815
0.79734219269103,-4.63087248322148
1.11058376839107,-4.0556088207095
1.11058376839107,-4.71716203259828
0.996677740863785,-4.45829338446789
1.25296630280018,-4.28571428571428
1.62316089226388,-5.17737296260786
1.50925486473659,-5.11984659635667
1.85097294731845,-5.17737296260786
1.56620787850024,-4.63087248322148
1.82249644043663,-5.63758389261745
2.10726150925486,-5.63758389261745
1.99335548172757,-6.06903163950144
2.02183198860939,-6.18408437200384
