X,Y
0,-0
-0.0565770862800665,0.885714285714289
-0.480905233380485,1.77142857142858
-0.198019801980198,1.8
0.141442715700132,2.08571428571429
0.141442715700132,2.02857142857143
0.198019801980197,2.34285714285714
0.198019801980197,2.22857142857143
0.0565770862800656,2.34285714285714
0,1.88571428571429
-0.282885431400286,1.17142857142858
-0.509193776520506,0.2
-0.594059405940595,0.028571428571432
-0.678925035360683,0.371428571428577
-0.735502121640727,1.02857142857143
-0.933521923620924,1.74285714285714
-0.990099009900991,2.28571428571429
-1.38613861386139,2.62857142857143
-1.38613861386139,2.82857142857143
-1.24469589816125,3.28571428571429
-1.38613861386139,2.82857142857143
-1.58415841584158,2.54285714285714
-1.32956152758132,2.28571428571429
-1.4992927864215,1.48571428571429
-1.98019801980198,2.48571428571429
-1.72560113154172,1.37142857142858
-1.98019801980198,1.97142857142858
-2.09335219236209,1.94285714285714
-2.31966053748231,2.94285714285714
-2.23479490806224,3.08571428571429
-2.43281471004244,3.4
-2.43281471004244,3.28571428571429
-2.12164073550211,3.57142857142858
-2.37623762376238,3.02857142857143
-2.77227722772277,2.97142857142858
-2.71570014144271,3.37142857142858
-2.82885431400284,3.42857142857143
-3.42291371994343,3.2
-2.97029702970297,3.48571428571429
-3.42291371994343,3.8
-3.3097595473833,3.68571428571429
-3.16831683168317,3.54285714285714
-3.1117397454031,3.62857142857143
-2.9137199434229,3.37142857142858
-2.9137199434229,2.88571428571429
-2.43281471004244,3.02857142857143
-2.31966053748231,3.4
-2.12164073550211,3.17142857142858
-2.17821782178218,3.34285714285714
-2.03677510608205,3.2
-2.12164073550211,2.77142857142858
-1.92362093352191,2.82857142857143
-2.12164073550211,2.82857142857143
-2.43281471004244,2.54285714285714
-2.23479490806224,2.14285714285714
-2.12164073550211,1.88571428571429
-2.31966053748231,2.02857142857143
-2.57425742574257,2.22857142857143
-2.51768033946251,1.88571428571429
-2.77227722772277,1.88571428571429
-2.82885431400284,2.48571428571429
-2.82885431400284,2.68571428571429
-3.05516265912306,2.54285714285714
-3.28147100424328,2.88571428571429
-3.56435643564356,3.17142857142858
-3.45120226308345,3.08571428571429
-3.3097595473833,2.88571428571429
-3.3097595473833,2.48571428571429
-3.3097595473833,2.28571428571429
-3.64922206506365,1.82857142857143
-3.90381895332389,1.02857142857143
-3.90381895332389,0.542857142857144
-4.07355021216407,0.399999999999999
-3.62093352192363,1.28571428571429
-3.90381895332389,2.22857142857143
-3.56435643564356,2.82857142857143
-3.25318246110326,3.82857142857143
-3.7057991513437,4.08571428571429
-3.62093352192363,4.74285714285714
-3.7057991513437,4.34285714285714
-3.87553041018387,5.08571428571429
-4.04526166902405,4.68571428571429
-4.01697312588403,4.22857142857143
-4.01697312588403,4.82857142857143
-4.04526166902405,4.42857142857143
-4.15841584158416,4.74285714285714
-4.04526166902405,5.02857142857143
-4.15841584158416,4.57142857142858
-4.44130127298444,4.48571428571429
-4.41301272984442,4.48571428571429
-4.61103253182462,5
